,Suburb,Address,Rooms,Type,Price,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname
26047,Heidelberg Heights,103 Porter Rd,2,h,602000.0,8.8,3081,1,1,224,Banyule City Council,-37.73575,145.05796,Eastern Metropolitan
26055,Highett,24 Ashwood Av,4,h,1563000.0,16.0,3190,2,2,611,Bayside City Council,-37.9489,145.02475,Southern Metropolitan
26058,Highett,8 Monamie Av,2,h,900000.0,16.0,3190,1,1,723,Bayside City Council,-37.9458,145.03799,Southern Metropolitan
26060,Highett,39 Nicol St,4,h,1340000.0,16.0,3190,1,1,631,Bayside City Council,-37.94815,145.02783,Southern Metropolitan
26063,Highett,24 View St,5,h,1776000.0,16.0,3190,3,2,501,Bayside City Council,-37.94996,145.0452,Southern Metropolitan
26064,Highett,188 Wickham Rd,3,h,1100000.0,16.0,3190,2,1,635,Bayside City Council,-37.94612,145.04873,Southern Metropolitan
26066,Hillside,5 Palm Cl,4,h,681000.0,18.0,3037,2,2,666,Brimbank City Council,-37.69618,144.74584,Western Metropolitan
26067,Hillside,13 Penshurst Ct,4,h,682100.0,18.0,3037,2,4,735,Brimbank City Council,-37.69768,144.74959,Western Metropolitan
26069,Hoppers Crossing,13 Banksia Cr,3,h,500000.0,18.4,3029,1,3,650,Wyndham City Council,-37.86045,144.68482,Western Metropolitan
26070,Hoppers Crossing,6 Clay Av,3,h,525000.0,18.4,3029,2,2,591,Wyndham City Council,-37.87295,144.69098,Western Metropolitan
26074,Hoppers Crossing,7 Melaleuca Dr,3,h,515000.0,18.4,3029,1,2,688,Wyndham City Council,-37.85703,144.68212,Western Metropolitan
26078,Hughesdale,1A Rugby Rd,3,h,1480000.0,12.3,3166,2,2,613,Monash City Council,-37.89371,145.08576,Southern Metropolitan
26079,Hughesdale,24 Willesden Rd,3,h,1181000.0,12.3,3166,1,1,697,Monash City Council,-37.89573,145.08071,Southern Metropolitan
26080,Huntingdale,27 Garnett St,3,h,1000000.0,12.3,3166,1,2,662,Monash City Council,-37.90379,145.10865,Southern Metropolitan
26087,Ivanhoe East,250 The Boulevard,4,h,2010000.0,7.8,3079,2,2,750,Banyule City Council,-37.7785,145.05787,Eastern Metropolitan
26089,Jacana,2 Bannister St,4,h,616000.0,14.0,3047,3,2,543,Hume City Council,-37.68946,144.9099,Northern Metropolitan
26091,Keilor,22 Karina Ct,4,h,1210000.0,14.5,3036,3,2,1101,Brimbank City Council,-37.70572,144.81384,Western Metropolitan
26093,Keilor Downs,35 Stockwell Cr,4,h,900000.0,15.5,3038,3,5,821,Brimbank City Council,-37.71415,144.79239,Western Metropolitan
26095,Keilor East,17 Keith Gr,3,h,1095000.0,11.7,3033,1,3,659,Brimbank City Council,-37.73806,144.87046,Western Metropolitan
26109,Kew,68 Pakington St,3,h,1752000.0,5.4,3101,1,1,339,Boroondara City Council,-37.80053,145.03529,Southern Metropolitan
26114,Kew East,15 Namur St,3,h,1775000.0,7.3,3102,2,2,696,Boroondara City Council,-37.79442,145.05887,Southern Metropolitan
26115,Kew East,41 White Av,5,h,2375000.0,7.3,3102,3,2,570,Boroondara City Council,-37.79341,145.04075,Southern Metropolitan
26118,Keysborough,4 Woollahra Av,4,h,727000.0,25.2,3173,1,2,560,Greater Dandenong City Council,-37.98212,145.16681,South-Eastern Metropolitan
26122,Kingsville,20 Chirnside St,3,h,1180000.0,6.4,3012,2,0,277,Maribyrnong City Council,-37.80535,144.88297,Western Metropolitan
26123,Kingsville,93 Chirnside St,3,h,1170000.0,6.4,3012,2,1,275,Maribyrnong City Council,-37.8085,144.88274,Western Metropolitan
26136,Maidstone,2 Omar St,4,h,1190000.0,6.4,3012,1,2,664,Maribyrnong City Council,-37.78236,144.87043,Western Metropolitan
26143,Malvern East,44 Brunel St,3,h,1740000.0,8.4,3145,2,2,456,Stonnington City Council,-37.86997,145.05398,Southern Metropolitan
26146,Malvern East,14 Fountaine Av,4,h,2090000.0,8.4,3145,3,2,569,Stonnington City Council,-37.88247,145.06621,Southern Metropolitan
26147,Malvern East,33 Grant St,5,h,6125000.0,8.4,3145,3,2,1384,Stonnington City Council,-37.87181,145.05288,Southern Metropolitan
26156,Maribyrnong,26 Oakland St,4,h,1765000.0,4.3,3032,3,3,669,Maribyrnong City Council,-37.77008,144.89428,Western Metropolitan
26157,Maribyrnong,9 Pier La,4,t,1101000.0,4.3,3032,3,1,120,Maribyrnong City Council,-37.78512,144.8992,Western Metropolitan
26162,McKinnon,7 Malacca St,5,h,1860000.0,11.4,3204,2,2,697,Glen Eira City Council,-37.90898,145.04251,Southern Metropolitan
26171,Melton South,1 Bligh St,3,h,413000.0,29.8,3338,1,1,587,Melton City Council,-37.70945,144.56748,Western Victoria
26176,Mentone,1A Brindisi St,5,h,2000000.0,20.0,3194,3,3,640,Kingston City Council,-37.98377,145.06095,South-Eastern Metropolitan
26178,Mentone,9 Coolabah St,3,h,1165000.0,20.0,3194,1,2,771,Kingston City Council,-37.98224,145.08442,South-Eastern Metropolitan
26183,Mernda,33 Craigmoor Cr,4,h,609000.0,25.9,3754,2,2,448,Whittlesea City Council,-37.58565,145.08701,Northern Metropolitan
26184,Mernda,14 Haig St,4,h,622000.0,25.9,3754,2,2,460,Whittlesea City Council,-37.59641,145.08809,Northern Metropolitan
26188,Mickleham,19 Delson Wy,4,h,541000.0,20.6,3064,2,2,443,Hume City Council,-37.53622,144.90101,Northern Metropolitan
26194,Mill Park,5 Blamey Av,3,h,726000.0,17.9,3082,2,2,603,Whittlesea City Council,-37.67509,145.06632,Northern Metropolitan
26195,Mill Park,12 Bradley Dr,3,h,744000.0,17.9,3082,2,2,667,Whittlesea City Council,-37.65541,145.07495,Northern Metropolitan
26197,Mill Park,7 Carlita Cl,5,h,800000.0,17.9,3082,2,1,652,Whittlesea City Council,-37.67339,145.06935,Northern Metropolitan
26200,Mill Park,7 Galilee Cr,4,h,688000.0,17.9,3082,2,2,659,Whittlesea City Council,-37.674,145.0638,Northern Metropolitan
26202,Mill Park,5 Higgs Av,4,h,720000.0,17.9,3082,2,2,630,Whittlesea City Council,-37.67431,145.06457,Northern Metropolitan
26203,Mill Park,16 Hurlstone Cr,3,h,755000.0,17.9,3082,2,2,625,Whittlesea City Council,-37.66275,145.06786,Northern Metropolitan
26204,Mill Park,98 Pindari Av,4,h,705000.0,17.9,3082,2,2,565,Whittlesea City Council,-37.65805,145.05284,Northern Metropolitan
26206,Mill Park,2 Viewbank Pl,4,h,654000.0,17.9,3082,1,1,306,Whittlesea City Council,-37.66474,145.07709,Northern Metropolitan
26207,Mitcham,62 Brunswick Rd,3,h,1050000.0,17.2,3132,1,1,662,Whitehorse City Council,-37.81846,145.20078,Eastern Metropolitan
26211,Mitcham,506 Mitcham Rd,3,h,1370000.0,17.2,3132,2,2,1111,Whitehorse City Council,-37.82392,145.19407,Eastern Metropolitan
26212,Mitcham,3 Nara Rd,5,h,1230000.0,17.2,3132,3,2,676,Whitehorse City Council,-37.81042,145.20852,Eastern Metropolitan
26220,Montmorency,11 Ryrie Ct,4,h,1375000.0,16.2,3094,2,2,954,Banyule City Council,-37.72087,145.12601,Eastern Metropolitan
26221,Montmorency,20 Station Rd,3,h,941000.0,16.2,3094,2,2,433,Banyule City Council,-37.71498,145.11776,Eastern Metropolitan
26223,Moonee Ponds,4 Eglinton St,3,h,1635000.0,6.2,3039,2,2,431,Moonee Valley City Council,-37.76909,144.91947,Western Metropolitan
26224,Moorabbin,28 Fiddes St,4,h,1380000.0,14.3,3189,2,2,589,Kingston City Council,-37.93724,145.04779,Southern Metropolitan
26225,Moorabbin,28 Franklin St,3,h,1050000.0,14.3,3189,1,2,652,Kingston City Council,-37.93709,145.05393,Southern Metropolitan
26226,Moorabbin,14 Grandview Gr,3,h,1305000.0,14.3,3189,1,2,670,Kingston City Council,-37.94416,145.04601,Southern Metropolitan
26229,Mooroolbark,6 Esther Cr,3,h,870000.0,26.5,3138,1,2,853,Yarra Ranges Shire Council,-37.78156,145.30784,Eastern Victoria
26235,Mordialloc,9 Verbena St,3,h,1351000.0,21.5,3195,1,2,970,Kingston City Council,-37.99322,145.0966,South-Eastern Metropolitan
26236,Mordialloc,9 Waratah Av,4,h,1350000.0,21.5,3195,3,2,807,Kingston City Council,-37.9934,145.09534,South-Eastern Metropolitan
26240,Mount Waverley,364 Highbury Rd,5,h,2105000.0,14.2,3149,3,2,650,Monash City Council,-37.85818,145.13546,Eastern Metropolitan
26248,Murrumbeena,23 Swan Rd,3,h,1720000.0,10.1,3163,1,2,733,Glen Eira City Council,-37.90013,145.07054,Southern Metropolitan
26251,Newport,299 Douglas Pde,3,h,960000.0,6.2,3015,1,2,282,Hobsons Bay City Council,-37.84549,144.89199,Western Metropolitan
26252,Newport,19 Hobson St,3,h,380000.0,6.2,3015,1,2,373,Hobsons Bay City Council,-37.84046,144.89135,Western Metropolitan
26254,Newport,105 Mason St,4,h,1400000.0,6.2,3015,2,2,349,Hobsons Bay City Council,-37.8419,144.87537,Western Metropolitan
26256,Niddrie,59 Nolan St,4,t,1190000.0,10.4,3042,2,1,317,Moonee Valley City Council,-37.74104,144.88519,Western Metropolitan
26259,Noble Park,17 Bowmore Rd,3,h,725000.0,22.7,3174,1,1,585,Greater Dandenong City Council,-37.95982,145.17612,South-Eastern Metropolitan
26261,Noble Park,55 Gatcum Ct,3,h,790000.0,22.7,3174,1,1,687,Greater Dandenong City Council,-37.96437,145.18405,South-Eastern Metropolitan
26264,North Warrandyte,11 Valias St,2,h,698000.0,21.1,3113,1,2,1383,Nillumbik Shire Council,-37.72582,145.20697,Eastern Metropolitan
26272,Northcote,112 Hawthorn Rd,3,h,1050000.0,5.3,3070,2,1,137,Darebin City Council,-37.77129,144.99508,Northern Metropolitan
26273,Northcote,3 Oamaru St,4,h,2250000.0,5.3,3070,3,2,375,Darebin City Council,-37.77004,145.0093,Northern Metropolitan
26275,Northcote,3 Thames St,4,h,2295000.0,5.3,3070,2,2,580,Darebin City Council,-37.77266,145.00876,Northern Metropolitan
26279,Nunawading,5 MacEdon Ct,3,h,1200000.0,15.4,3131,2,2,662,Manningham City Council,-37.80715,145.18287,Eastern Metropolitan
26280,Nunawading,21 Nicholson St,4,h,1237000.0,15.4,3131,2,1,651,Manningham City Council,-37.81394,145.17936,Eastern Metropolitan
26285,Oakleigh South,4 Angus Ct,4,h,986000.0,15.5,3167,2,1,541,Kingston City Council,-37.94082,145.09671,South-Eastern Metropolitan
26286,Oakleigh South,15 Barkers St,3,h,1000000.0,15.5,3167,2,2,684,Kingston City Council,-37.93773,145.08867,South-Eastern Metropolitan
26292,Pakenham,9 Colonial Wy,5,h,490000.0,47.3,3810,2,2,756,Cardinia Shire Council,-38.08086,145.47282,Eastern Victoria
26293,Parkdale,37 Bethell Av,4,h,1875000.0,21.5,3195,2,1,598,Kingston City Council,-37.99017,145.07854,South-Eastern Metropolitan
26295,Parkdale,6 Elm Gr,3,h,1610000.0,21.5,3195,1,2,858,Kingston City Council,-37.99371,145.08131,South-Eastern Metropolitan
26297,Parkdale,1 Greenways Ct,4,h,1270000.0,21.5,3195,3,1,585,Kingston City Council,-37.99008,145.07012,South-Eastern Metropolitan
26298,Parkdale,1 Keith St,3,h,1400000.0,21.5,3195,1,2,588,Kingston City Council,-37.99201,145.08461,South-Eastern Metropolitan
26306,Pascoe Vale,69 Derby St,4,h,890000.0,8.5,3044,1,2,458,Moreland City Council,-37.73128,144.94574,Northern Metropolitan
26310,Patterson Lakes,62 Kurrawa Cr,3,h,659000.0,31.2,3197,1,2,535,Kingston City Council,-38.07942,145.1479,South-Eastern Metropolitan
26313,Point Cook,18 Corboy Cl,3,h,476500.0,14.7,3030,2,1,201,Wyndham City Council,-37.90136,144.71636,Western Metropolitan
26317,Point Cook,13 Kingsley Av,4,h,725000.0,14.7,3030,2,2,594,Wyndham City Council,-37.88338,144.74231,Western Metropolitan
26320,Point Cook,59 Victorking Dr,3,h,608000.0,14.7,3030,2,2,384,Wyndham City Council,-37.90511,144.73329,Western Metropolitan
26322,Port Melbourne,1 Coogee Pl,3,h,2200000.0,3.5,3207,2,2,300,Melbourne City Council,-37.83898,144.92723,Southern Metropolitan
26336,Prahran,30 Chatsworth Rd,3,h,1960000.0,4.6,3181,1,1,309,Stonnington City Council,-37.85213,145.00683,Southern Metropolitan
26343,Preston,148 Albert St,3,h,833000.0,8.4,3072,1,1,501,Darebin City Council,-37.73674,145.02418,Northern Metropolitan
26344,Preston,30 Beauchamp St,4,h,1165000.0,8.4,3072,1,1,398,Darebin City Council,-37.73766,145.00947,Northern Metropolitan
26345,Preston,10 Devon St,4,h,1040000.0,8.4,3072,2,2,511,Darebin City Council,-37.74975,144.99115,Northern Metropolitan
26348,Preston,648 Plenty Rd,2,h,960000.0,8.4,3072,1,2,440,Darebin City Council,-37.73226,145.0146,Northern Metropolitan
26355,Princes Hill,201 McIlwraith St,3,h,1150000.0,3.5,3054,2,2,111,Yarra City Council,-37.77976,144.96862,Northern Metropolitan
26356,Princes Hill,336 Pigdon St,2,h,1600000.0,3.5,3054,1,0,193,Yarra City Council,-37.78092,144.9648,Northern Metropolitan
26360,Reservoir,19 Bartrop St,4,h,1210000.0,12.0,3073,2,2,859,Darebin City Council,-37.6985,144.98432,Northern Metropolitan
26362,Reservoir,60 Carrington Rd,3,h,907000.0,12.0,3073,1,2,550,Darebin City Council,-37.72139,144.98698,Northern Metropolitan
26368,Reservoir,3 Joan Ct,3,h,725000.0,12.0,3073,1,2,828,Darebin City Council,-37.69255,144.9745,Northern Metropolitan
26370,Reservoir,10 Manoel Av,4,h,980000.0,12.0,3073,2,4,926,Darebin City Council,-37.70142,145.03295,Northern Metropolitan
26372,Reservoir,14 Ramleh Rd,3,h,795000.0,12.0,3073,1,2,746,Darebin City Council,-37.70827,145.03136,Northern Metropolitan
26373,Reservoir,17 Ramleh Rd,3,h,750000.0,12.0,3073,2,2,805,Darebin City Council,-37.70856,145.03128,Northern Metropolitan
26378,Reservoir,78 Wilson Bvd,4,h,950000.0,12.0,3073,1,2,850,Darebin City Council,-37.69756,144.99546,Northern Metropolitan
26392,Ringwood East,7 Miller Gr,3,h,1066000.0,21.3,3135,2,1,728,Maroondah City Council,-37.80947,145.25329,Eastern Metropolitan
26393,Rosanna,7 Leura Av,3,h,1050000.0,8.9,3084,1,3,696,Banyule City Council,-37.73706,145.07667,Eastern Metropolitan
26398,Roxburgh Park,56 Kennedy Pde,3,h,522500.0,20.6,3064,2,2,409,Hume City Council,-37.62249,144.92918,Northern Metropolitan
26399,Roxburgh Park,10 Manton Pl,4,h,477000.0,20.6,3064,2,0,475,Hume City Council,-37.62909,144.92335,Northern Metropolitan
26400,Roxburgh Park,28 Saunders Ct,3,h,550000.0,20.6,3064,2,2,552,Hume City Council,-37.63386,144.91951,Northern Metropolitan
26403,Sandringham,55 Abbott St,4,h,4600000.0,15.2,3191,2,2,1839,Bayside City Council,-37.94903,145.00743,Southern Metropolitan
26405,Sandringham,35 Gladstone St,4,h,2750000.0,15.2,3191,3,2,758,Bayside City Council,-37.95426,145.01284,Southern Metropolitan
26408,Sandringham,68 Sandringham Rd,3,h,1555000.0,15.2,3191,1,2,581,Bayside City Council,-37.95203,145.01702,Southern Metropolitan
26409,Sandringham,31 Tennyson St,3,h,1918000.0,15.2,3191,1,2,503,Bayside City Council,-37.95405,145.00852,Southern Metropolitan
26415,South Kingsville,50 Greene St,3,h,1320000.0,6.2,3015,2,3,724,Hobsons Bay City Council,-37.83124,144.87037,Western Metropolitan
26418,South Morang,2 Bethany Ct,3,h,611000.0,20.5,3752,1,2,551,Whittlesea City Council,-37.64776,145.09292,Northern Metropolitan
26419,South Morang,3 Kumara Cct,4,h,620000.0,20.5,3752,2,2,497,Whittlesea City Council,-37.63418,145.0846,Northern Metropolitan
26421,South Morang,5 Snapdragon St,3,h,433500.0,20.5,3752,2,2,146,Whittlesea City Council,-37.65133,145.09697,Northern Metropolitan
26424,South Yarra,24B Argo St,2,h,1350000.0,2.7,3141,1,2,127,Melbourne City Council,-37.84406,144.98686,Southern Metropolitan
26431,South Yarra,53 Leopold St,2,h,2200000.0,2.7,3141,2,1,133,Melbourne City Council,-37.8365,144.98274,Southern Metropolitan
26432,South Yarra,32 Nicholson St,3,h,2400000.0,2.7,3141,2,0,343,Melbourne City Council,-37.84277,144.98774,Southern Metropolitan
26434,South Yarra,90 River St,3,h,2300000.0,2.7,3141,2,2,211,Melbourne City Council,-37.83629,144.99798,Southern Metropolitan
26442,Springvale,59 Victoria Ct,3,h,930000.0,20.8,3171,2,2,750,Greater Dandenong City Council,-37.95512,145.14612,South-Eastern Metropolitan
26444,St Albans,25 Anna St,3,h,600000.0,14.0,3021,1,0,585,Brimbank City Council,-37.74744,144.78973,Western Metropolitan
26445,St Albans,54 Clarke Av,2,h,460000.0,14.0,3021,1,2,296,Brimbank City Council,-37.74532,144.81814,Western Metropolitan
26447,St Albans,100 George St,3,h,785000.0,14.0,3021,1,2,583,Brimbank City Council,-37.73073,144.79734,Western Metropolitan
26457,St Kilda,22 Charles St,4,h,1630000.0,5.0,3182,2,2,350,Port Phillip City Council,-37.86316,144.98354,Southern Metropolitan
26463,Strathmore,32A Hillsyde Pde,4,h,1370000.0,8.2,3041,2,2,439,Moonee Valley City Council,-37.73849,144.92661,Western Metropolitan
26464,Strathmore,18 Houston Av,4,h,1610000.0,8.2,3041,3,2,873,Moonee Valley City Council,-37.7386,144.91433,Western Metropolitan
26465,Strathmore,43A Lebanon St,3,h,880000.0,8.2,3041,2,2,264,Moonee Valley City Council,-37.72809,144.91701,Western Metropolitan
26467,Sunbury,3 Baggygreen St,3,h,566000.0,31.7,3429,2,3,744,Hume City Council,-37.59304,144.69664,Western Metropolitan
26468,Sunbury,6 Fairbairn Gr,4,h,650000.0,31.7,3429,2,2,944,Hume City Council,-37.56398,144.71407,Western Metropolitan
26471,Sunbury,14 Gowrie Ct,3,h,530000.0,31.7,3429,2,1,705,Hume City Council,-37.5613,144.72751,Western Metropolitan
26474,Sunshine,25 McIntosh St,3,h,761000.0,10.5,3020,1,1,585,Brimbank City Council,-37.78583,144.81762,Western Metropolitan
26475,Sunshine,10 McKay St,4,h,1050000.0,10.5,3020,2,3,446,Brimbank City Council,-37.79017,144.83813,Western Metropolitan
26483,Surrey Hills,2 Elwood St,5,h,2325000.0,10.2,3127,3,4,923,Boroondara City Council,-37.83297,145.10195,Southern Metropolitan
26484,Surrey Hills,8 Empress Rd,4,h,3000000.0,10.2,3127,2,2,811,Boroondara City Council,-37.81996,145.0878,Southern Metropolitan
26485,Surrey Hills,68 Guildford Rd,5,h,2900000.0,10.2,3127,3,4,873,Boroondara City Council,-37.82239,145.09326,Southern Metropolitan
26492,Surrey Hills,7 Sythney Ct,4,h,2100000.0,10.2,3127,3,7,596,Boroondara City Council,-37.82755,145.09618,Southern Metropolitan
26494,Surrey Hills,74 Union Rd,4,h,2725000.0,10.2,3127,3,2,1308,Boroondara City Council,-37.82839,145.09659,Southern Metropolitan
26503,Taylors Hill,9 Lucas Tce,3,h,610000.0,18.0,3037,2,2,408,Melton City Council,-37.72078,144.74952,Western Metropolitan
26504,Taylors Hill,18 Shearwater Ct,4,h,692000.0,18.0,3037,2,4,594,Melton City Council,-37.7103,144.76764,Western Metropolitan
26505,Taylors Hill,10 York Cl,4,h,640000.0,18.0,3037,2,2,665,Melton City Council,-37.70526,144.74667,Western Metropolitan
26510,Templestowe,32 Hillhouse Rd,4,h,1200000.0,15.5,3106,2,2,812,Manningham City Council,-37.7584,145.16128,Eastern Metropolitan
26511,Templestowe,2 Kolor Wy,4,h,1700000.0,15.5,3106,2,2,646,Manningham City Council,-37.77374,145.14048,Eastern Metropolitan
26514,Templestowe,2 Wallmah Cl,4,h,1275000.0,15.5,3106,2,2,654,Manningham City Council,-37.75501,145.12053,Eastern Metropolitan
26517,Templestowe Lower,26 Gertrude St,4,h,1321000.0,12.4,3107,2,2,732,Manningham City Council,-37.76518,145.10458,Eastern Metropolitan
26518,Templestowe Lower,2 Ians Gr,4,h,1301000.0,12.4,3107,3,2,724,Manningham City Council,-37.75729,145.10624,Eastern Metropolitan
26519,Templestowe Lower,20 Olympus Dr,3,h,1050000.0,12.4,3107,2,2,653,Manningham City Council,-37.77607,145.12471,Eastern Metropolitan
26520,Templestowe Lower,7 Sassafras Dr,6,h,1710000.0,12.4,3107,3,2,698,Manningham City Council,-37.77074,145.11875,Eastern Metropolitan
26523,Thomastown,168 Edgars Rd,3,h,672000.0,15.3,3074,1,1,612,Whittlesea City Council,-37.67718,144.99985,Northern Metropolitan
26526,Thornbury,15 Alston St,2,h,1170000.0,7.0,3071,1,3,667,Darebin City Council,-37.75503,145.01805,Northern Metropolitan
26530,Thornbury,182 Normanby Av,2,h,972000.0,7.0,3071,1,1,333,Darebin City Council,-37.75767,144.98468,Northern Metropolitan
26532,Toorak,22 Carters Av,3,t,1900000.0,4.1,3142,2,2,141,Stonnington City Council,-37.84224,145.0088,Southern Metropolitan
26544,Vermont,5 Judy Ct,4,h,1133000.0,17.2,3133,1,4,880,Maroondah City Council,-37.83737,145.18819,Eastern Metropolitan
26547,Vermont South,5 Bundarra Ct,4,h,1122000.0,17.2,3133,3,2,957,Whitehorse City Council,-37.85677,145.19736,Eastern Metropolitan
26548,Vermont South,107 Weeden Dr,4,h,1500000.0,17.2,3133,3,2,802,Whitehorse City Council,-37.86051,145.18588,Eastern Metropolitan
26552,Viewbank,14 Somerset Dr,4,h,980000.0,8.9,3084,1,1,585,Banyule City Council,-37.74588,145.08953,Eastern Metropolitan
26553,Wallan,17 Sinclair Ct,3,h,484000.0,44.2,3756,1,4,991,Mitchell Shire Council,-37.41838,144.98993,Northern Victoria
26559,Watsonia,15 Rushworth St,2,h,885000.0,14.5,3087,1,2,623,Banyule City Council,-37.70591,145.0851,Northern Metropolitan
26561,Werribee,66 Loyola Rd,3,h,480000.0,14.7,3030,1,1,703,Wyndham City Council,-37.91147,144.67422,Western Metropolitan
26562,Werribee,114 Market Rd,3,h,441000.0,14.7,3030,1,1,598,Wyndham City Council,-37.89013,144.65315,Western Metropolitan
26564,Werribee,11 Persimmon Pl,4,h,645000.0,14.7,3030,2,2,745,Wyndham City Council,-37.89113,144.66317,Western Metropolitan
26567,West Footscray,702 Barkly St,3,h,881000.0,6.4,3012,1,3,336,Maribyrnong City Council,-37.79613,144.86742,Western Metropolitan
26570,West Melbourne,220 Adderley St,4,h,1230000.0,3.1,3003,1,1,133,Melbourne City Council,-37.80814,144.94506,Northern Metropolitan
26573,Westmeadows,11 Erinbank Cr,3,t,490000.0,16.5,3049,2,2,228,Hume City Council,-37.67474,144.90624,Northern Metropolitan
26575,Wheelers Hill,13 Adam Av,4,h,1235000.0,16.7,3150,2,2,657,Monash City Council,-37.9045,145.19286,South-Eastern Metropolitan
26577,Williams Landing,10 Spoonbill Cl,4,h,615000.0,17.6,3027,2,2,461,Wyndham City Council,-37.85545,144.73701,Western Metropolitan
26581,Williamstown,69 Hannan St,3,h,1777000.0,6.8,3016,2,1,547,Hobsons Bay City Council,-37.86216,144.88719,Western Metropolitan
26582,Williamstown,14 Hosking Ct,3,h,1260000.0,6.8,3016,2,2,260,Hobsons Bay City Council,-37.85759,144.87952,Western Metropolitan
26586,Wollert,31 Evolve Esp,4,h,600000.0,25.5,3750,2,2,419,Whittlesea City Council,-37.6084,145.01412,Northern Metropolitan
26588,Wyndham Vale,10 Oxford Wy,3,h,470000.0,27.2,3024,2,1,560,Wyndham City Council,-37.89637,144.61752,Western Metropolitan
26589,Wyndham Vale,13 Provan Dr,3,h,468000.0,27.2,3024,1,4,547,Wyndham City Council,-37.90083,144.62664,Western Metropolitan
26591,Yarraville,35 Bena St,3,h,985000.0,6.3,3013,1,1,462,Maribyrnong City Council,-37.82119,144.88103,Western Metropolitan
26594,Yarraville,283 Francis St,3,h,861000.0,6.3,3013,1,2,449,Maribyrnong City Council,-37.8196,144.87493,Western Metropolitan
26598,Caroline Springs,29 Edgbaston Pde,3,h,560000.0,14.8,3023,2,2,355,Melton City Council,-37.73978,144.72851,Western Metropolitan
26600,Emerald,10 Stewart Rd,8,h,910000.0,36.9,3782,6,4,9833,Cardinia Shire Council,-37.90689,145.44327,Eastern Victoria
26606,Keysborough,3 Cobain St,3,h,771000.0,25.2,3173,1,1,539,Greater Dandenong City Council,-37.98916,145.17233,South-Eastern Metropolitan
26608,Maidstone,15 Ballarat Rd,2,h,611500.0,6.4,3012,1,1,300,Maribyrnong City Council,-37.78842,144.88218,Western Metropolitan
26611,Noble Park,5 Blaby St,3,h,627500.0,22.7,3174,1,6,569,Greater Dandenong City Council,-37.969,145.18226,South-Eastern Metropolitan
26615,Springvale South,30 Waddington Cr,3,h,780500.0,22.2,3172,2,1,544,Greater Dandenong City Council,-37.97751,145.14813,South-Eastern Metropolitan
26616,Westmeadows,42 Pascoe St,4,h,791000.0,16.5,3049,2,6,813,Hume City Council,-37.67631,144.89409,Northern Metropolitan
26619,Bayswater,9 Warrien Ct,3,h,750000.0,23.2,3153,1,2,721,Knox City Council,-37.852,145.2678,Eastern Metropolitan
26620,Berwick,13 Vista Ct,4,h,815000.0,35.2,3806,2,2,843,Casey City Council,-38.0268,145.335,Eastern Victoria
26624,Chelsea Heights,7 Perovic Pl,2,u,580000.0,27.0,3196,1,1,241,Kingston City Council,-38.0436,145.1305,South-Eastern Metropolitan
26627,Clayton South,533 Clayton Rd,3,h,1000000.0,17.5,3169,1,2,706,Kingston City Council,-37.9395,145.1168,South-Eastern Metropolitan
26628,Clayton South,3 Hayden Rd,3,h,750000.0,17.5,3169,1,1,600,Kingston City Council,-37.9581,145.1341,South-Eastern Metropolitan
26629,Craigieburn,25 Claremont St,3,h,595000.0,20.6,3064,2,2,546,Hume City Council,-37.5868,144.9006,Northern Metropolitan
26633,Craigieburn,31 Yarcombe Cr,4,h,540000.0,20.6,3064,2,1,541,Hume City Council,-37.608,144.9253,Northern Metropolitan
26634,Croydon South,1A Faraday Rd,3,h,952000.0,23.0,3136,2,2,630,Maroondah City Council,-37.8163,145.2785,Eastern Metropolitan
26637,Diggers Rest,23 Shoring Rd,3,h,405000.0,27.7,3427,1,1,553,Hume City Council,-37.6229,144.7114,Western Metropolitan
26638,Doncaster,24 Botanic Dr,4,h,1325000.0,12.4,3108,2,2,676,Manningham City Council,-37.7786,145.136,Eastern Metropolitan
26639,Doncaster,172 George St,5,h,1350000.0,12.4,3108,2,3,770,Manningham City Council,-37.78,145.1425,Eastern Metropolitan
26641,Endeavour Hills,6 Patterson Ct,3,h,676500.0,28.5,3802,1,2,717,Casey City Council,-37.9851,145.2649,South-Eastern Metropolitan
26645,Frankston,115 Heatherhill Rd,5,h,655888.0,38.0,3199,3,4,564,Frankston City Council,-38.1605,145.1487,South-Eastern Metropolitan
26652,Greenvale,20 Inverie Ct,5,h,735000.0,20.4,3059,3,2,743,Hume City Council,-37.6444,144.9081,Northern Metropolitan
26658,Keilor East,40 Nyah St,3,h,801000.0,11.7,3033,2,1,603,Brimbank City Council,-37.7334,144.8684,Western Metropolitan
26662,Melton South,3 Brand Ct,3,h,413000.0,29.8,3338,1,6,731,Melton City Council,-37.7131,144.5755,Western Victoria
26663,Melton South,19 Garfield Cl,3,h,431500.0,29.8,3338,1,4,738,Melton City Council,-37.7113,144.5622,Western Victoria
26664,Melton South,31 Staughton St,3,h,720000.0,29.8,3338,1,3,1010,Melton City Council,-37.7041,144.5719,Western Victoria
26665,Mitcham,26 Sharrow Rd,4,h,1111000.0,17.2,3132,2,2,648,Whitehorse City Council,-37.8116,145.2057,Eastern Metropolitan
